Horas_Estudio,Asistencia,Involucración_Padres,Acceso_Recursos,Actividades_Extraescolares,Horas_Sueño,Puntuación_Anterior,Nivel_Motivación,Acceso_Internet,Tutorías,Ingreso_Familiar,Calidad_Profesorado,Tipo_Centro,Influencia_Compañeros,Actividad_Física,Problemas_Aprendizaje,Nivel_Educación_Padres,Distancia_Vivienda,Género,Puntuación,Niveles_Rendimiento,Niveles_Previos_Rto
20,97,Alto,Medio,Sí,6,81,Alto,Sí,2,Bajo,Bajo,Público,Neutral,3,No,Instituto,Moderada,Hombre,71,2,4
19,76,Alto,Alto,No,4,72,Bajo,Sí,2,Alto,Medio,Público,Neutral,2,No,Universidad,Moderada,Mujer,68,2,3
29,94,Bajo,Medio,Sí,7,95,Medio,No,2,Bajo,Medio,Público,Neutral,3,Sí,Universidad,Moderada,Hombre,70,2,5
24,60,Bajo,Bajo,No,7,66,Medio,Sí,1,Medio,Alto,Público,Neutral,4,No,Universidad,Cercana,Mujer,62,1,2
14,67,Medio,Medio,No,10,53,Medio,Sí,2,Alto,Medio,Público,Neutral,3,No,Universidad,Cercana,Hombre,62,1,1
31,61,Alto,Medio,No,7,84,Medio,Sí,2,Medio,Medio,Privado,Neutral,3,No,Instituto,Cercana,Hombre,68,2,4
27,73,Medio,Medio,No,8,80,Bajo,Sí,3,Medio,Medio,Privado,Negativa,3,No,Instituto,Cercana,Mujer,68,2,4
23,96,Medio,Medio,Sí,8,99,Alto,Sí,3,Bajo,Bajo,Público,Positiva,4,No,Instituto,Cercana,Mujer,74,3,5
19,64,Bajo,Medio,No,8,62,Medio,Sí,0,Alto,Medio,Público,Positiva,4,Sí,Universidad,Cercana,Hombre,61,1,2
14,84,Medio,Medio,Sí,8,70,Medio,Sí,1,Bajo,Alto,Público,Neutral,5,No,Universidad,Cercana,Hombre,67,2,2
18,78,Medio,Bajo,No,6,73,Medio,Sí,1,Alto,Alto,Público,Positiva,2,No,Instituto,Moderada,Mujer,65,2,3
27,98,Bajo,Medio,Sí,6,93,Bajo,No,5,Alto,Alto,Público,Positiva,3,No,Instituto,Moderada,Mujer,101,5,5
31,65,Medio,Bajo,Sí,7,71,Medio,Sí,1,Bajo,Medio,Público,Neutral,4,No,Instituto,Moderada,Hombre,65,2,3
29,68,Medio,Medio,No,4,89,Medio,Sí,0,Medio,Medio,Privado,Neutral,4,Sí,Universidad,Cercana,Hombre,67,2,4
17,61,Medio,Alto,Sí,7,58,Bajo,Sí,2,Bajo,Medio,Público,Positiva,3,Sí,Instituto,Cercana,Mujer,61,1,1
13,77,Medio,Medio,No,6,70,Medio,Sí,3,Medio,Alto,Público,Neutral,4,Sí,Instituto,Cercana,Hombre,64,1,2
21,71,Alto,Bajo,No,7,58,Alto,Sí,1,Medio,Alto,Público,Positiva,3,Sí,Universidad,Lejana,Mujer,64,1,1
9,95,Medio,Medio,Sí,7,97,Medio,Sí,1,Bajo,Bajo,Público,Neutral,2,No,Universidad,Cercana,Hombre,67,2,5
22,84,Medio,Medio,Sí,5,59,Medio,Sí,0,Alto,Alto,Privado,Positiva,3,No,Universidad,Cercana,Mujer,69,2,1
19,85,Alto,Medio,Sí,9,71,Bajo,Sí,1,Medio,Alto,Público,Positiva,2,No,Postgrado,Moderada,Mujer,69,2,3
17,81,Alto,Medio,No,7,54,Medio,Sí,4,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,67,2,1
10,64,Medio,Alto,No,8,96,Medio,Sí,1,Medio,Medio,Público,Neutral,3,No,Instituto,Moderada,Hombre,62,1,5
23,78,Bajo,Alto,No,7,81,Medio,Sí,0,Bajo,Medio,Privado,Neutral,1,No,Instituto,Cercana,Hombre,66,2,4
17,100,Alto,Medio,No,8,98,Bajo,Sí,0,Medio,Alto,Público,Positiva,4,No,Universidad,Cercana,Hombre,72,2,5
13,93,Medio,Medio,Sí,5,52,Bajo,Sí,2,Medio,Medio,Público,Positiva,3,No,Universidad,Cercana,Mujer,67,2,1
3,96,Alto,Alto,Sí,9,59,Medio,Sí,2,Bajo,Medio,Público,Negativa,3,No,Universidad,Moderada,Mujer,66,2,1
20,93,Bajo,Bajo,Sí,8,69,Medio,Sí,2,Bajo,Medio,Público,Neutral,4,No,Instituto,Moderada,Hombre,67,2,2
31,64,Alto,Bajo,Sí,7,81,Bajo,Sí,1,Medio,Medio,Público,Positiva,4,No,Instituto,Cercana,Mujer,67,2,4
30,69,Medio,Medio,Sí,7,66,Medio,Sí,0,Medio,Bajo,Público,Positiva,4,No,Postgrado,Cercana,Mujer,68,2,2
17,60,Alto,Medio,Sí,9,86,Medio,Sí,0,Bajo,Alto,Público,Positiva,2,No,Instituto,Cercana,Hombre,63,1,4
16,72,Medio,Alto,No,6,58,Bajo,Sí,1,Medio,Medio,Público,Negativa,2,No,Instituto,Lejana,Hombre,62,1,1
23,64,Alto,Medio,Sí,5,80,Bajo,Sí,3,Medio,Alto,Público,Negativa,2,Sí,Universidad,Moderada,Mujer,65,2,4
14,79,Medio,Medio,Sí,6,70,Medio,Sí,1,Bajo,Medio,Público,Positiva,6,No,Universidad,Moderada,Hombre,65,2,2
22,87,Medio,Alto,Sí,7,75,Medio,Sí,0,Medio,Alto,Público,Positiva,2,Sí,Universidad,Cercana,Mujer,70,2,3
25,95,Bajo,Medio,No,7,78,Medio,Sí,7,Bajo,Medio,Público,Positiva,4,No,Instituto,Cercana,Hombre,73,2,3
27,90,Alto,Medio,Sí,9,53,Medio,Sí,1,Medio,Alto,Público,Positiva,2,No,Postgrado,Cercana,Mujer,73,2,1
19,98,Medio,Bajo,Sí,6,96,Medio,No,2,Bajo,Medio,Privado,Negativa,2,No,Instituto,Moderada,Hombre,68,2,5
19,62,Medio,Bajo,No,6,89,Alto,Sí,3,Medio,Medio,Público,Positiva,1,No,Instituto,Moderada,Hombre,63,1,4
15,60,Medio,Bajo,Sí,5,72,Alto,Sí,2,Alto,Alto,Público,Positiva,2,No,Instituto,Cercana,Hombre,62,1,3
15,86,Alto,Medio,Sí,8,77,Medio,Sí,0,Medio,Medio,Público,Positiva,3,No,Postgrado,Cercana,Hombre,69,2,3
19,72,Medio,Alto,No,5,52,Medio,Sí,2,Medio,Medio,Público,Neutral,3,No,Postgrado,Cercana,Hombre,66,2,1
22,70,Medio,Alto,Sí,8,75,Alto,Sí,0,Medio,Medio,Privado,Positiva,3,No,Postgrado,Cercana,Hombre,68,2,3
25,73,Alto,Medio,Sí,6,71,Bajo,Sí,0,Bajo,Medio,Privado,Positiva,3,No,Universidad,Lejana,Mujer,67,2,3
15,71,Alto,Alto,Sí,6,69,Bajo,Sí,2,Bajo,Alto,Privado,Negativa,4,No,Universidad,Cercana,Mujer,65,2,2
29,80,Bajo,Medio,Sí,10,91,Alto,No,1,Alto,Medio,Público,Positiva,3,No,Universidad,Moderada,Hombre,70,2,5
18,78,Bajo,Medio,Sí,9,59,Alto,No,0,Alto,Alto,Privado,Positiva,1,No,Instituto,Moderada,Mujer,64,1,1
20,80,Bajo,Bajo,Sí,7,59,Alto,Sí,2,Medio,Alto,Privado,Neutral,3,No,Instituto,Moderada,Hombre,65,2,1
16,87,Medio,Medio,No,5,76,Alto,Sí,1,Bajo,Alto,Privado,Neutral,2,No,Postgrado,Lejana,Mujer,67,2,3
5,75,Medio,Bajo,Sí,10,84,Medio,Sí,0,Alto,Medio,Privado,Neutral,4,No,Postgrado,Moderada,Mujer,62,1,4
25,70,Medio,Medio,Sí,7,51,Alto,Sí,3,Bajo,Medio,Público,Positiva,4,No,Instituto,Moderada,Hombre,66,2,1
24,67,Alto,Alto,Sí,7,77,Bajo,Sí,0,Alto,Medio,Público,Positiva,2,No,Universidad,Cercana,Mujer,68,2,3
18,74,Medio,Bajo,No,8,65,Alto,Sí,0,Medio,Alto,Público,Positiva,4,No,Universidad,Moderada,Mujer,64,1,2
20,90,Alto,Bajo,No,4,88,Medio,Sí,3,Bajo,Medio,Público,Negativa,3,No,Instituto,Moderada,Hombre,69,2,4
23,90,Medio,Medio,Sí,6,73,Bajo,No,1,Alto,Medio,Privado,Positiva,2,No,Instituto,Cercana,Mujer,69,2,3
11,87,Medio,Medio,Sí,7,92,Medio,Sí,1,Medio,Medio,Público,Positiva,5,No,Instituto,Moderada,Mujer,67,2,5
17,69,Medio,Medio,Sí,7,70,Bajo,Sí,0,Bajo,Alto,Público,Neutral,3,Sí,Universidad,Moderada,Hombre,61,1,2
25,84,Alto,Medio,Sí,5,91,Bajo,Sí,1,Medio,Medio,Público,Positiva,4,Sí,Postgrado,Moderada,Mujer,70,2,5
12,83,Bajo,Medio,Sí,7,86,Bajo,Sí,1,Alto,Medio,Público,Negativa,4,No,Universidad,Cercana,Mujer,65,2,4
22,79,Medio,Medio,Sí,7,91,Bajo,Sí,0,Bajo,Medio,Público,Positiva,4,Sí,Universidad,Moderada,Hombre,66,2,5
12,82,Bajo,Medio,Sí,10,91,Medio,Sí,3,Bajo,Medio,Público,Negativa,3,No,Postgrado,Cercana,Hombre,66,2,5
23,80,Medio,Alto,Sí,9,74,Medio,Sí,4,Medio,Medio,Público,Negativa,3,No,Instituto,Moderada,Hombre,69,2,3
20,83,Medio,Medio,Sí,7,68,Alto,Sí,1,Medio,Medio,Público,Positiva,1,No,Instituto,Cercana,Mujer,67,2,2
10,89,Alto,Alto,Sí,7,88,Medio,Sí,2,Alto,Medio,Privado,Positiva,2,No,Postgrado,Cercana,Mujer,71,2,4
27,64,Alto,Alto,Sí,9,68,Alto,Sí,1,Bajo,Alto,Privado,Neutral,4,No,Instituto,Cercana,Hombre,68,2,2
16,90,Medio,Medio,No,7,54,Alto,No,2,Medio,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,67,2,1
15,65,Alto,Medio,No,5,93,Bajo,Sí,2,Bajo,Medio,Público,Neutral,4,Sí,Instituto,Cercana,Mujer,63,1,5
21,63,Medio,Medio,No,10,70,Bajo,Sí,1,Alto,Alto,Privado,Positiva,2,No,Universidad,Cercana,Mujer,64,1,2
27,99,Alto,Medio,Sí,6,57,Medio,Sí,3,Bajo,Medio,Público,Neutral,3,No,Universidad,Moderada,Hombre,73,2,1
14,98,Medio,Medio,Sí,10,82,Alto,Sí,1,Bajo,Medio,Privado,Positiva,3,No,Instituto,Moderada,Hombre,69,2,4
20,62,Alto,Bajo,No,8,94,Alto,Sí,1,Medio,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,65,2,5
23,78,Alto,Bajo,Sí,6,93,Medio,Sí,0,Medio,Alto,Privado,Positiva,5,No,Postgrado,Cercana,Hombre,70,2,5
24,67,Alto,Medio,Sí,4,78,Bajo,Sí,1,Bajo,Alto,Público,Positiva,2,No,Instituto,Cercana,Mujer,67,2,3
21,79,Medio,Bajo,Sí,8,54,Alto,Sí,3,Bajo,Medio,Público,Positiva,3,No,Postgrado,Moderada,Mujer,67,2,1
18,93,Medio,Alto,Sí,5,85,Medio,Sí,0,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,70,2,4
15,98,Alto,Bajo,No,8,80,Bajo,No,2,Alto,Alto,Público,Negativa,2,No,Postgrado,Cercana,Mujer,69,2,4
21,85,Alto,Medio,No,10,61,Alto,Sí,2,Medio,Medio,Público,Neutral,2,Sí,Instituto,Cercana,Hombre,68,2,2
14,74,Medio,Alto,No,5,95,Alto,Sí,1,Bajo,Alto,Público,Positiva,3,Sí,Universidad,Cercana,Hombre,66,2,5
2,84,Bajo,Alto,No,8,54,Bajo,Sí,3,Bajo,Bajo,Público,Positiva,4,No,Instituto,Cercana,Hombre,62,1,1
23,72,Medio,Medio,Sí,6,69,Bajo,Sí,2,Alto,Medio,Público,Positiva,4,No,Instituto,Cercana,Hombre,67,2,2
25,96,Medio,Bajo,Sí,9,55,Alto,Sí,2,Medio,Alto,Público,Neutral,4,No,Instituto,Moderada,Hombre,71,2,1
6,95,Alto,Medio,Sí,7,96,Medio,Sí,4,Bajo,Medio,Público,Neutral,2,No,Instituto,Moderada,Mujer,68,2,5
14,82,Alto,Medio,Sí,7,52,Alto,Sí,3,Bajo,Medio,Público,Negativa,2,No,Instituto,Cercana,Mujer,66,2,1
24,73,Bajo,Medio,Sí,9,71,Alto,Sí,0,Bajo,Medio,Público,Neutral,3,No,Instituto,Moderada,Hombre,64,1,3
32,72,Alto,Medio,Sí,8,93,Bajo,Sí,1,Bajo,Medio,Privado,Neutral,4,No,Postgrado,Cercana,Mujer,71,2,5
20,61,Bajo,Bajo,Sí,6,63,Medio,Sí,1,Medio,Alto,Público,Positiva,4,No,Universidad,Lejana,Hombre,61,1,2
16,93,Medio,Alto,No,10,55,Medio,No,2,Bajo,Medio,Público,Neutral,2,No,Universidad,Cercana,Hombre,67,2,1
19,78,Medio,Bajo,Sí,5,56,Bajo,Sí,3,Alto,Medio,Público,Neutral,4,No,Universidad,Moderada,Mujer,65,2,1
28,73,Alto,Medio,Sí,7,70,Bajo,No,0,Bajo,Medio,Privado,Negativa,6,No,Universidad,Moderada,Mujer,66,2,2
16,79,Alto,Alto,Sí,6,71,Medio,Sí,2,Bajo,Alto,Público,Neutral,4,No,Instituto,Cercana,Mujer,68,2,3
15,93,Medio,Medio,No,5,86,Medio,Sí,0,Bajo,Medio,Público,Neutral,2,No,Universidad,Lejana,Hombre,66,2,4
17,65,Medio,Medio,No,5,62,Medio,Sí,2,Medio,Medio,Público,Positiva,4,No,Instituto,Cercana,Mujer,63,1,2
14,94,Bajo,Bajo,Sí,7,85,Bajo,Sí,1,Alto,Medio,Público,Neutral,3,No,Instituto,Moderada,Mujer,66,2,4
21,96,Medio,Alto,No,8,100,Medio,Sí,1,Alto,Medio,Privado,Positiva,2,No,Universidad,Cercana,Mujer,73,2,5
30,98,Medio,Bajo,Sí,9,93,Medio,Sí,1,Bajo,Bajo,Privado,Positiva,3,No,Instituto,Cercana,Hombre,88,4,5
22,76,Medio,Medio,No,9,82,Alto,Sí,0,Medio,Alto,Privado,Neutral,4,No,Instituto,Cercana,Hombre,67,2,4
18,69,Alto,Alto,Sí,7,97,Medio,Sí,2,Medio,Medio,Público,Positiva,2,No,Universidad,Cercana,Mujer,69,2,5
18,75,Medio,Bajo,Sí,6,100,Alto,Sí,2,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,67,2,5
11,73,Medio,Alto,Sí,9,79,Medio,Sí,1,Bajo,Alto,Público,Neutral,2,No,Instituto,Cercana,Hombre,64,1,3
25,67,Medio,Alto,Sí,6,64,Medio,No,0,Bajo,Medio,Público,Neutral,2,No,Instituto,Moderada,Hombre,64,1,2
20,84,Bajo,Medio,No,5,96,Bajo,Sí,1,Bajo,Medio,Público,Negativa,2,No,Instituto,Cercana,Hombre,65,2,5
19,79,Medio,Medio,No,8,92,Alto,Sí,1,Medio,Alto,Público,Positiva,2,No,Instituto,Cercana,Hombre,68,2,5
39,95,Medio,Alto,Sí,9,54,Alto,Sí,2,Medio,Medio,Privado,Positiva,3,No,Instituto,Moderada,Hombre,77,3,1
22,61,Medio,Medio,Sí,6,97,Alto,Sí,0,Bajo,Alto,Público,Negativa,2,Sí,Instituto,Cercana,Hombre,63,1,5
15,86,Alto,Alto,Sí,10,68,Medio,Sí,0,Alto,Medio,Público,Neutral,5,No,Universidad,Cercana,Hombre,69,2,2
17,91,Medio,Medio,Sí,8,66,Medio,Sí,3,Medio,Bajo,Público,Positiva,2,No,Universidad,Cercana,Hombre,69,2,2
27,90,Medio,Bajo,No,8,67,Medio,Sí,2,Medio,Medio,Público,Negativa,3,No,Postgrado,Cercana,Hombre,70,2,2
21,95,Alto,Medio,Sí,6,66,Alto,Sí,1,Medio,Alto,Público,Positiva,4,No,Universidad,Cercana,Hombre,73,2,2
11,89,Medio,Bajo,Sí,9,76,Medio,Sí,1,Medio,Alto,Público,Neutral,3,No,Postgrado,Lejana,Hombre,66,2,3
26,97,Medio,Bajo,No,5,79,Alto,Sí,2,Bajo,Bajo,Privado,Positiva,3,No,Instituto,Cercana,Mujer,71,2,3
16,73,Medio,Bajo,Sí,6,71,Medio,Sí,2,Alto,Alto,Público,Positiva,5,No,Universidad,Cercana,Hombre,66,2,3
31,80,Medio,Medio,Sí,6,71,Alto,Sí,2,Bajo,Alto,Público,Neutral,3,No,Instituto,Cercana,Mujer,71,2,3
26,61,Medio,Bajo,Sí,5,87,Medio,Sí,3,Alto,Alto,Público,Positiva,2,Sí,Instituto,Cercana,Hombre,66,2,4
17,60,Medio,Alto,Sí,8,50,Alto,Sí,0,Bajo,Alto,Público,Positiva,4,No,Instituto,Cercana,Mujer,63,1,1
28,70,Alto,Alto,Sí,8,97,Medio,Sí,5,Bajo,Bajo,Público,Negativa,5,Sí,Instituto,Cercana,Hombre,70,2,5
20,64,Alto,Medio,Sí,8,86,Medio,Sí,1,Medio,Medio,Público,Neutral,2,No,Postgrado,Cercana,Hombre,66,2,4
25,70,Medio,Medio,No,7,85,Medio,Sí,1,Medio,Medio,Público,Negativa,4,No,Instituto,Cercana,Hombre,66,2,4
23,67,Medio,Medio,No,8,71,Alto,Sí,2,Medio,Medio,Público,Neutral,4,No,Universidad,Moderada,Mujer,66,2,3
15,61,Medio,Medio,No,7,98,Medio,Sí,1,Medio,Medio,Público,Neutral,3,No,Instituto,Cercana,Hombre,62,1,5
16,96,Medio,Medio,No,6,50,Alto,Sí,1,Medio,Alto,Público,Positiva,3,No,Universidad,Cercana,Hombre,69,2,1
26,60,Bajo,Alto,Sí,6,54,Bajo,Sí,1,Bajo,Medio,Privado,Positiva,1,No,Postgrado,Moderada,Hombre,63,1,1
18,89,Medio,Bajo,Sí,4,90,Bajo,Sí,1,Alto,Medio,Público,Positiva,2,Sí,Postgrado,Cercana,Mujer,68,2,5
18,66,Medio,Alto,No,9,87,Medio,Sí,1,Medio,Bajo,Privado,Positiva,3,No,Instituto,Moderada,Hombre,64,1,4
14,96,Bajo,Alto,Sí,9,64,Alto,Sí,2,Bajo,Alto,Público,Neutral,3,No,Postgrado,Moderada,Hombre,69,2,2
23,96,Bajo,Medio,Sí,10,80,Bajo,Sí,3,Bajo,Alto,Público,Positiva,3,No,Instituto,Cercana,Hombre,71,2,4
32,86,Medio,Medio,Sí,6,77,Medio,No,2,Medio,Bajo,Privado,Negativa,4,No,Instituto,Cercana,Hombre,71,2,3
14,87,Medio,Medio,No,6,76,Medio,Sí,1,Bajo,Medio,Privado,Positiva,4,No,Universidad,Lejana,Mujer,66,2,3
20,60,Medio,Medio,Sí,4,80,Bajo,Sí,2,Alto,Medio,Privado,Positiva,3,Sí,Universidad,Moderada,Hombre,63,1,4
28,99,Bajo,Medio,Sí,8,100,Bajo,Sí,0,Medio,Medio,Público,Positiva,2,No,Instituto,Lejana,Hombre,72,2,5
20,95,Medio,Medio,Sí,8,99,Bajo,No,1,Bajo,Medio,Privado,Neutral,3,No,Universidad,Cercana,Mujer,70,2,5
23,96,Medio,Bajo,No,9,99,Medio,Sí,0,Alto,Medio,Privado,Neutral,2,No,Universidad,Cercana,Mujer,71,2,5
14,86,Bajo,Bajo,Sí,6,77,Medio,Sí,3,Alto,Medio,Privado,Neutral,3,No,Instituto,Lejana,Hombre,65,2,3
23,74,Medio,Bajo,Sí,8,66,Bajo,Sí,0,Alto,Medio,Público,Negativa,4,No,Postgrado,Cercana,Mujer,65,2,2
19,96,Bajo,Medio,No,6,78,Alto,Sí,1,Bajo,Bajo,Público,Positiva,2,No,Instituto,Lejana,Hombre,67,2,3
26,72,Alto,Medio,No,9,81,Alto,Sí,0,Medio,Alto,Público,Neutral,3,No,Instituto,Cercana,Hombre,68,2,4
27,83,Medio,Medio,Sí,8,66,Medio,Sí,3,Medio,Medio,Público,Positiva,4,No,Universidad,Lejana,Mujer,70,2,2
36,64,Medio,Medio,Sí,5,82,Medio,Sí,2,Medio,Alto,Privado,Positiva,2,No,Instituto,Cercana,Mujer,70,2,4
23,97,Bajo,Alto,Sí,7,81,Bajo,Sí,2,Medio,Alto,Público,Neutral,3,No,Instituto,Cercana,Hombre,72,2,4
22,66,Medio,Alto,No,4,95,Medio,Sí,1,Bajo,Bajo,Público,Neutral,5,No,Universidad,Moderada,Hombre,65,2,5
21,69,Medio,Medio,Sí,5,62,Alto,Sí,2,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,65,2,2
18,82,Alto,Medio,Sí,5,85,Alto,Sí,3,Medio,Alto,Privado,Neutral,4,No,Postgrado,Cercana,Hombre,71,2,4
22,91,Alto,Alto,Sí,6,73,Bajo,Sí,3,Alto,Medio,Público,Positiva,4,No,Postgrado,Cercana,Hombre,74,3,3
18,85,Bajo,Medio,No,7,56,Bajo,Sí,0,Bajo,Medio,Privado,Positiva,4,No,Instituto,Moderada,Hombre,64,1,1
21,69,Medio,Medio,No,7,66,Alto,Sí,1,Medio,Medio,Privado,Neutral,4,No,Instituto,Lejana,Mujer,64,1,2
28,60,Medio,Alto,Sí,7,53,Bajo,Sí,3,Bajo,Medio,Privado,Neutral,3,No,Instituto,Cercana,Mujer,65,2,1
14,90,Bajo,Medio,Sí,7,66,Medio,Sí,1,Medio,Medio,Público,Neutral,5,No,Universidad,Cercana,Hombre,67,2,2
27,99,Alto,Medio,No,7,53,Bajo,Sí,2,Bajo,Alto,Público,Neutral,3,No,Universidad,Cercana,Hombre,73,2,1
28,92,Bajo,Alto,No,5,96,Alto,Sí,1,Medio,Bajo,Público,Neutral,3,No,Universidad,Moderada,Hombre,72,2,5
19,78,Medio,Medio,No,7,55,Bajo,Sí,0,Medio,Medio,Público,Positiva,3,No,Universidad,Cercana,Hombre,65,2,1
7,96,Medio,Alto,No,9,91,Medio,Sí,0,Bajo,Medio,Público,Neutral,4,No,Universidad,Cercana,Hombre,67,2,5
16,76,Medio,Medio,Sí,7,95,Bajo,Sí,2,Medio,Medio,Público,Negativa,3,No,Instituto,Cercana,Mujer,66,2,5
28,81,Alto,Medio,Sí,8,73,Bajo,Sí,0,Medio,Alto,Público,Negativa,3,No,Postgrado,Cercana,Hombre,70,2,3
20,79,Alto,Medio,No,8,53,Medio,Sí,2,Medio,Medio,Privado,Neutral,3,No,Instituto,Moderada,Mujer,66,2,1
14,78,Alto,Alto,Sí,8,80,Bajo,Sí,1,Medio,Medio,Público,Neutral,1,No,Instituto,Cercana,Mujer,66,2,4
17,91,Medio,Bajo,Sí,7,62,Bajo,Sí,3,Alto,Medio,Público,Negativa,3,No,Postgrado,Cercana,Hombre,68,2,2
25,81,Bajo,Medio,Sí,8,59,Bajo,Sí,3,Bajo,Medio,Público,Positiva,4,No,Universidad,Cercana,Hombre,68,2,1
23,73,Alto,Alto,No,8,78,Bajo,Sí,0,Alto,Medio,Público,Neutral,4,No,Instituto,Moderada,Mujer,67,2,3
19,70,Alto,Medio,Sí,8,68,Alto,No,1,Bajo,Medio,Público,Positiva,3,No,Universidad,Cercana,Mujer,65,2,2
18,62,Medio,Bajo,Sí,8,87,Medio,Sí,4,Bajo,Medio,Público,Positiva,4,No,Universidad,Cercana,Mujer,64,1,4
18,83,Alto,Medio,No,5,80,Alto,Sí,1,Alto,Alto,Público,Positiva,2,No,Universidad,Cercana,Hombre,70,2,4
14,69,Bajo,Medio,No,5,91,Medio,Sí,0,Alto,Medio,Público,Positiva,3,No,Universidad,Moderada,Hombre,63,1,5
30,66,Medio,Alto,No,6,53,Bajo,No,2,Bajo,Medio,Público,Positiva,2,No,Instituto,Cercana,Hombre,65,2,1
18,86,Bajo,Medio,Sí,9,62,Medio,Sí,4,Medio,Medio,Público,Negativa,2,Sí,Postgrado,Cercana,Mujer,67,2,2
27,87,Medio,Medio,Sí,7,78,Bajo,Sí,3,Bajo,Medio,Privado,Negativa,5,No,Instituto,Cercana,Mujer,71,2,3
29,90,Alto,Medio,Sí,7,94,Medio,Sí,1,Bajo,Bajo,Privado,Neutral,4,No,Instituto,Cercana,Mujer,73,2,5
26,80,Medio,Medio,No,4,91,Bajo,Sí,1,Bajo,Medio,Privado,Neutral,3,No,Instituto,Lejana,Hombre,67,2,5
17,96,Alto,Medio,Sí,7,84,Medio,Sí,2,Bajo,Alto,Privado,Positiva,3,No,Universidad,Cercana,Mujer,72,2,4
22,97,Medio,Medio,No,7,79,Alto,Sí,2,Medio,Alto,Público,Positiva,0,No,Instituto,Lejana,Hombre,71,2,3
20,92,Medio,Alto,Sí,4,82,Alto,Sí,0,Medio,Medio,Público,Neutral,4,No,Postgrado,Cercana,Hombre,72,2,4
15,85,Alto,Alto,Sí,7,61,Medio,Sí,1,Medio,Alto,Público,Negativa,3,No,Instituto,Cercana,Hombre,68,2,2
22,72,Bajo,Bajo,Sí,5,80,Medio,Sí,2,Bajo,Alto,Público,Neutral,3,No,Universidad,Cercana,Mujer,65,2,4
13,99,Alto,Medio,No,6,75,Bajo,Sí,1,Medio,Medio,Público,Positiva,4,Sí,Universidad,Lejana,Mujer,68,2,3
27,71,Medio,Bajo,No,8,69,Medio,Sí,1,Alto,Medio,Público,Positiva,4,No,Universidad,Cercana,Hombre,67,2,2
17,68,Medio,Medio,No,7,94,Alto,Sí,1,Alto,Medio,Privado,Neutral,4,No,Universidad,Moderada,Mujer,66,2,5
21,78,Medio,Bajo,Sí,6,91,Medio,Sí,0,Medio,Bajo,Privado,Neutral,1,Sí,Instituto,Cercana,Hombre,64,1,5
22,62,Alto,Medio,No,6,54,Medio,Sí,3,Bajo,Medio,Privado,Neutral,3,No,Postgrado,Cercana,Hombre,65,2,1
18,99,Medio,Medio,No,6,99,Medio,Sí,0,Bajo,Medio,Público,Neutral,3,No,Instituto,Moderada,Hombre,69,2,5
24,84,Medio,Medio,Sí,7,61,Medio,Sí,2,Medio,Medio,Público,Positiva,2,No,Instituto,Lejana,Hombre,68,2,2
17,82,Alto,Alto,No,5,61,Medio,Sí,3,Medio,Medio,Público,Neutral,4,No,Postgrado,Cercana,Hombre,69,2,2
25,86,Medio,Medio,Sí,9,97,Bajo,Sí,1,Alto,Medio,Privado,Neutral,3,No,Instituto,Moderada,Hombre,70,2,5
12,80,Alto,Medio,No,5,72,Medio,Sí,1,Alto,Medio,Privado,Positiva,4,Sí,Instituto,Cercana,Mujer,65,2,3
21,61,Medio,Medio,No,4,90,Bajo,Sí,2,Medio,Bajo,Público,Neutral,3,No,Instituto,Cercana,Hombre,63,1,5
32,84,Bajo,Medio,Sí,8,64,Medio,Sí,1,Bajo,Alto,Privado,Positiva,3,No,Universidad,Cercana,Mujer,71,2,2
14,89,Medio,Alto,Sí,6,94,Bajo,Sí,0,Bajo,Medio,Privado,Neutral,2,No,Postgrado,Cercana,Hombre,68,2,5
16,77,Medio,Medio,Sí,7,92,Alto,Sí,5,Bajo,Alto,Público,Positiva,3,No,Postgrado,Cercana,Mujer,70,2,5
23,90,Medio,Alto,Sí,8,76,Alto,Sí,2,Medio,Bajo,Público,Positiva,3,No,Instituto,Cercana,Mujer,72,2,3
21,69,Medio,Medio,Sí,6,85,Medio,Sí,3,Bajo,Bajo,Público,Neutral,1,No,Universidad,Lejana,Mujer,64,1,4
22,69,Bajo,Medio,No,7,98,Bajo,Sí,0,Bajo,Medio,Público,Positiva,2,No,Postgrado,Moderada,Hombre,64,1,5
23,66,Medio,Bajo,Sí,8,73,Alto,Sí,2,Alto,Medio,Público,Positiva,2,No,Universidad,Cercana,Mujer,66,2,3
24,75,Medio,Alto,Sí,9,75,Alto,Sí,0,Medio,Alto,Público,Positiva,3,No,Universidad,Lejana,Hombre,69,2,3
27,94,Medio,Bajo,No,6,86,Medio,Sí,2,Medio,Medio,Privado,Neutral,2,No,Instituto,Cercana,Mujer,71,2,4
22,93,Medio,Alto,Sí,6,69,Alto,Sí,0,Alto,Bajo,Público,Negativa,3,Sí,Instituto,Cercana,Hombre,69,2,2
