id,Education_Level,Age_Group,Gender,Race,Offense_Type,Criminal_History_Category,Sentence_Length_months,Probation,Below_Guideline,Trial
1524,Some College,≤34,M,Other,Fraud,I,41,1,0,0
1525,High School,55+,M,Black,Fraud,III,63,0,1,0
1526,Some College,55+,M,Black,Drug Trafficking,I,58,0,1,0
1527,High School,≤34,M,Black,Firearms,V,59,0,0,0
1528,High School,55+,M,Other,Immigration,I,94,0,0,0
1529,High School,45-54,M,Hispanic,Immigration,IV,53,0,1,0
1530,Less than HS,≤34,M,Black,Fraud,I,75,0,0,0
1531,High School,45-54,M,Hispanic,Immigration,I,43,0,0,0
1532,Some College,55+,M,Black,Child Pornography,I,52,0,1,0
1533,High School,55+,M,Black,Immigration,V,62,0,0,0
1534,Less than HS,≤34,F,White,Robbery,I,84,0,1,0
1535,Some College,35-44,M,White,Child Pornography,I,35,0,1,0
1536,High School,55+,F,White,Drug Trafficking,I,69,0,1,0
1537,Undergraduate Degree,≤34,F,Hispanic,Money Laundering,I,32,0,0,0
1538,High School,35-44,F,Black,Firearms,VI,55,0,1,0
1539,Less than HS,55+,M,Hispanic,Robbery,II,89,0,1,0
1540,High School,≤34,M,White,Firearms,VI,71,0,0,0
1541,Less than HS,≤34,M,Hispanic,Drug Trafficking,I,72,0,0,0
1542,Undergraduate Degree,≤34,M,Other,Money Laundering,I,44,0,1,0
1543,High School,45-54,M,Black,Drug Trafficking,IV,86,0,1,0
1544,High School,≤34,M,Other,Immigration,I,70,0,0,0
1545,Less than HS,≤34,M,Black,Robbery,VI,53,0,1,0
1546,High School,≤34,M,White,Fraud,I,79,0,1,0
1547,Some College,45-54,M,White,Drug Trafficking,VI,51,0,1,0
1548,Less than HS,45-54,M,Hispanic,Immigration,II,40,0,1,0
1549,Undergraduate Degree,45-54,M,Hispanic,Child Pornography,I,37,0,0,0
1550,High School,55+,M,White,Fraud,V,70,0,1,0
1551,Some College,35-44,M,White,Firearms,I,30,0,0,0
1552,High School,≤34,M,Other,Immigration,I,73,0,1,0
1553,High School,55+,M,Black,Immigration,I,70,0,1,0
1554,Less than HS,≤34,F,Black,Firearms,I,69,0,1,0
1555,High School,45-54,M,Other,Immigration,IV,73,0,1,0
1556,High School,≤34,F,Black,Firearms,IV,61,0,1,0
1557,High School,≤34,M,White,Drug Trafficking,VI,54,0,1,0
1558,High School,35-44,M,Hispanic,Drug Trafficking,I,64,0,0,0
1559,Less than HS,35-44,F,White,Immigration,I,63,0,0,0
1560,High School,55+,M,Other,Firearms,I,80,0,1,0
1561,High School,≤34,M,Other,Drug Trafficking,II,46,0,0,0
1562,Some College,55+,M,Black,Firearms,I,20,1,1,0
1563,Some College,≤34,M,Other,Fraud,IV,53,0,1,0
1564,Some College,55+,M,White,Fraud,I,22,0,0,0
1565,Less than HS,≤34,M,Black,Fraud,IV,58,0,1,0
1566,Less than HS,≤34,M,Hispanic,Fraud,I,33,0,1,0
1567,High School,≤34,F,White,Firearms,III,64,0,0,0
1568,Graduate Degree,55+,F,White,Child Pornography,I,36,0,1,0
1569,High School,55+,F,Black,Fraud,I,44,1,0,0
1570,High School,45-54,M,Hispanic,Fraud,I,97,0,0,0
1571,Less than HS,≤34,M,Black,Fraud,III,37,0,1,0
1572,High School,55+,M,Black,Immigration,V,89,0,1,0
1573,Some College,35-44,F,Hispanic,Firearms,II,58,0,1,0
1574,High School,35-44,M,Hispanic,Fraud,III,87,0,0,0
1575,High School,≤34,M,White,Drug Trafficking,V,79,1,0,0
1576,Some College,55+,M,White,Drug Trafficking,I,34,0,1,0
1577,Undergraduate Degree,55+,M,Other,Sexual Abuse,I,46,0,1,0
1578,Less than HS,≤34,M,Black,Drug Trafficking,II,34,0,0,0
1579,Less than HS,≤34,M,Black,Firearms,VI,80,0,0,0
1580,Less than HS,≤34,F,Hispanic,Immigration,I,65,1,0,0
1581,High School,55+,M,Hispanic,Firearms,III,101,0,1,0
1582,High School,45-54,M,White,Firearms,V,65,0,1,0
1583,Less than HS,45-54,M,White,Drug Trafficking,I,76,0,0,0
1584,High School,45-54,M,Hispanic,Immigration,I,66,0,1,0
1585,Some College,45-54,M,White,Firearms,VI,55,0,1,0
1586,High School,45-54,M,Other,Drug Trafficking,IV,101,0,1,0
1587,Less than HS,45-54,M,Hispanic,Firearms,I,22,0,1,0
1588,Less than HS,≤34,M,White,Drug Trafficking,I,62,0,0,0
1589,High School,45-54,M,Black,Fraud,V,61,0,0,0
1590,Some College,≤34,M,Other,Firearms,I,60,0,1,0
1591,Less than HS,≤34,M,Black,Drug Trafficking,IV,46,0,1,0
1592,Graduate Degree,45-54,F,White,Fraud,I,14,1,0,0
1593,Some College,55+,M,Hispanic,Drug Trafficking,III,53,0,0,0
1594,Some College,35-44,M,Black,Drug Trafficking,I,61,0,1,0
1595,Less than HS,35-44,M,Hispanic,Drug Trafficking,I,61,0,1,0
1596,High School,55+,M,Hispanic,Drug Trafficking,VI,37,1,1,0
1597,Undergraduate Degree,≤34,F,Hispanic,Money Laundering,II,50,0,1,0
1598,High School,≤34,M,Hispanic,Drug Trafficking,I,76,0,1,0
1599,Some College,≤34,M,White,Drug Trafficking,IV,40,0,1,0
1600,Some College,45-54,M,White,Child Pornography,I,60,0,0,0
1601,High School,35-44,M,Black,Firearms,V,80,0,0,0
1602,Less than HS,35-44,M,Black,Immigration,III,67,0,0,0
1603,Undergraduate Degree,45-54,M,White,Sexual Abuse,I,23,0,0,0
1604,Less than HS,55+,M,Hispanic,Fraud,VI,54,0,0,0
1605,High School,35-44,M,Black,Firearms,II,71,0,1,0
1606,High School,≤34,F,Other,Fraud,I,46,0,1,0
1607,High School,45-54,F,White,Firearms,III,88,0,1,0
1608,High School,55+,M,Hispanic,Drug Trafficking,V,65,0,0,0
1609,High School,35-44,M,Other,Fraud,III,84,0,0,0
1610,Some College,55+,M,Hispanic,Fraud,V,12,0,1,0
1611,Less than HS,≤34,M,Hispanic,Robbery,IV,62,0,1,0
1612,High School,≤34,M,Hispanic,Fraud,IV,78,0,1,0
1613,Some College,45-54,M,Black,Firearms,I,45,0,0,0
1614,High School,55+,M,Black,Immigration,I,34,0,1,0
1615,High School,35-44,M,White,Drug Trafficking,I,78,1,1,0
1616,Less than HS,55+,M,Hispanic,Immigration,I,48,0,0,0
1617,High School,55+,M,Black,Fraud,III,80,0,1,0
1618,High School,45-54,M,Black,Fraud,I,90,0,1,0
1619,Undergraduate Degree,55+,M,White,Tax,V,64,0,1,0
1620,Less than HS,45-54,F,Black,Drug Trafficking,V,43,0,0,0
1621,High School,≤34,M,White,Firearms,I,52,0,0,0
1622,High School,45-54,M,Other,Fraud,I,60,1,1,0
1623,High School,45-54,M,White,Fraud,V,59,1,1,0
1624,High School,55+,M,Black,Fraud,V,62,0,1,0
1625,High School,45-54,F,White,Fraud,II,64,0,0,0
1626,Less than HS,35-44,M,Black,Robbery,IV,49,0,1,0
1627,Some College,45-54,M,Black,Firearms,VI,41,0,1,0
1628,High School,35-44,M,Black,Firearms,V,49,0,1,0
1629,High School,≤34,F,Hispanic,Immigration,II,82,0,0,0
1630,Less than HS,≤34,M,Hispanic,Fraud,V,70,0,1,0
1631,Less than HS,35-44,M,Black,Fraud,IV,51,0,1,0
1632,High School,55+,M,Hispanic,Drug Trafficking,IV,35,0,1,0
1633,Less than HS,35-44,F,Hispanic,Robbery,I,49,0,1,0
1634,High School,55+,M,Other,Drug Trafficking,V,57,0,0,0
1635,High School,35-44,M,Black,Immigration,I,60,0,0,0
1636,High School,55+,F,White,Fraud,I,82,0,0,0
1637,High School,45-54,F,White,Drug Trafficking,I,98,0,0,0
1638,High School,45-54,M,Other,Immigration,I,88,0,1,0
1639,Less than HS,≤34,F,Hispanic,Firearms,I,47,0,0,0
1640,Less than HS,≤34,F,Hispanic,Fraud,V,54,0,1,0
1641,High School,≤34,M,Hispanic,Drug Trafficking,I,66,0,1,0
1642,Less than HS,≤34,F,Black,Immigration,IV,51,0,0,0
1643,Less than HS,≤34,M,Hispanic,Robbery,VI,36,0,0,0
1644,High School,35-44,M,White,Firearms,III,50,0,1,0
1645,High School,45-54,M,Black,Fraud,III,40,1,1,0
1646,High School,≤34,M,Black,Firearms,I,88,0,0,0
1647,High School,≤34,M,Black,Fraud,I,70,0,1,0
1648,Some College,55+,M,Other,Firearms,II,77,0,0,1
1649,Less than HS,≤34,F,Other,Fraud,I,67,0,0,0
1650,High School,≤34,M,White,Drug Trafficking,VI,61,1,0,0
1651,High School,55+,M,White,Fraud,IV,76,0,1,0
1652,High School,55+,M,Black,Immigration,III,62,0,1,0
1653,Undergraduate Degree,45-54,F,White,Fraud,I,57,0,0,0
1654,Some College,≤34,M,White,Drug Trafficking,VI,33,0,0,0
1655,Less than HS,≤34,F,White,Firearms,II,47,0,1,0
1656,Less than HS,≤34,M,Hispanic,Robbery,IV,58,0,1,0
1657,High School,55+,M,Black,Drug Trafficking,VI,67,0,0,0
1658,Some College,35-44,M,Hispanic,Fraud,IV,32,0,1,0
1659,High School,45-54,M,Hispanic,Firearms,II,75,0,0,0
1660,Some College,45-54,M,Hispanic,Firearms,I,35,0,0,0
1661,Undergraduate Degree,≤34,M,White,Tax,I,55,0,1,0
1662,Less than HS,≤34,M,Black,Fraud,I,40,0,1,0
1663,High School,55+,M,Hispanic,Drug Trafficking,VI,53,0,0,0
1664,Undergraduate Degree,≤34,F,Black,Drug Trafficking,V,43,0,1,0
1665,Less than HS,≤34,M,Black,Robbery,V,35,0,1,0
1666,High School,55+,M,White,Drug Trafficking,I,40,0,0,0
1667,Some College,55+,M,Black,Drug Trafficking,I,23,0,0,0
1668,Undergraduate Degree,45-54,M,Black,Child Pornography,I,38,0,0,0
1669,Undergraduate Degree,≤34,M,Other,Child Pornography,I,55,0,1,0
1670,Graduate Degree,35-44,M,White,Money Laundering,I,52,0,1,0
1671,Undergraduate Degree,55+,M,Hispanic,Tax,I,53,0,0,0
1672,Less than HS,≤34,M,Other,Firearms,V,55,0,0,0
1673,High School,35-44,M,Black,Drug Trafficking,III,81,0,0,0
1674,High School,≤34,M,Black,Firearms,I,72,0,0,0
1675,High School,35-44,M,White,Drug Trafficking,I,50,0,1,0
1676,High School,45-54,M,Hispanic,Firearms,VI,50,1,0,0
1677,High School,55+,M,White,Fraud,III,68,0,1,0
1678,Undergraduate Degree,45-54,M,White,Money Laundering,I,31,0,0,0
1679,Less than HS,≤34,M,Black,Fraud,V,42,0,0,0
1680,High School,45-54,M,White,Immigration,I,50,0,0,0
1681,Less than HS,35-44,M,Hispanic,Robbery,IV,44,0,1,0
1682,Less than HS,≤34,M,Hispanic,Robbery,I,45,0,1,0
1683,High School,35-44,M,Black,Drug Trafficking,I,87,0,0,0
1684,High School,55+,M,Other,Immigration,I,79,1,0,0
1685,High School,35-44,M,Black,Drug Trafficking,I,52,1,0,1
1686,Undergraduate Degree,55+,M,Black,Tax,I,46,0,1,0
1687,Some College,35-44,M,Hispanic,Fraud,I,74,0,1,0
1688,High School,55+,M,White,Firearms,I,50,0,1,0
1689,Undergraduate Degree,35-44,M,Black,Drug Trafficking,I,70,0,1,1
1690,High School,≤34,M,Black,Fraud,I,110,0,1,0
1691,Less than HS,55+,M,Hispanic,Firearms,V,66,0,1,0
1692,High School,≤34,M,White,Firearms,IV,61,0,1,0
1693,Undergraduate Degree,55+,M,White,Money Laundering,I,32,0,1,0
1694,High School,≤34,M,White,Drug Trafficking,II,65,0,0,0
1695,Undergraduate Degree,35-44,M,Black,Sexual Abuse,I,33,0,1,0
1696,Some College,35-44,F,Hispanic,Firearms,III,42,0,1,0
1697,Less than HS,45-54,M,Black,Immigration,I,61,0,1,0
1698,Undergraduate Degree,55+,F,Hispanic,Money Laundering,I,64,0,1,0
1699,Some College,55+,M,White,Firearms,I,17,0,1,0
1700,High School,55+,M,Black,Immigration,V,78,0,1,0
1701,High School,45-54,M,Black,Drug Trafficking,VI,62,0,1,0
1702,High School,35-44,F,Other,Immigration,IV,57,0,1,0
1703,Undergraduate Degree,55+,M,Hispanic,Child Pornography,I,51,0,1,0
1704,Less than HS,≤34,M,Black,Immigration,V,31,0,0,0
1705,Undergraduate Degree,55+,M,Other,Child Pornography,I,70,0,1,0
1706,Some College,35-44,M,Black,Drug Trafficking,I,35,0,1,0
1707,Some College,45-54,M,White,Drug Trafficking,I,57,0,1,0
1708,Less than HS,≤34,M,Hispanic,Robbery,IV,58,0,1,0
1709,Undergraduate Degree,35-44,M,Black,Sexual Abuse,I,37,0,0,0
1710,Less than HS,≤34,M,Black,Firearms,I,59,0,1,0
1711,High School,45-54,F,White,Drug Trafficking,I,76,0,0,0
1712,Less than HS,35-44,M,Hispanic,Immigration,III,71,0,0,0
1713,Less than HS,≤34,M,Black,Drug Trafficking,IV,27,0,1,0
1714,Undergraduate Degree,45-54,M,Hispanic,Child Pornography,I,56,0,0,0
1715,High School,35-44,M,Hispanic,Immigration,I,64,0,1,0
1716,Some College,35-44,M,Black,Firearms,V,87,0,1,0
1717,Undergraduate Degree,55+,M,Other,Sexual Abuse,I,44,0,0,0
1718,High School,45-54,M,Hispanic,Fraud,III,110,0,0,0
1719,High School,35-44,M,Black,Firearms,V,42,0,0,0
1720,High School,35-44,M,Other,Firearms,I,79,0,1,0
1721,Some College,55+,M,Hispanic,Immigration,I,69,0,0,0
1722,Some College,55+,M,Hispanic,Drug Trafficking,I,84,0,1,0
1723,Less than HS,≤34,M,Black,Immigration,I,48,0,1,0
1724,Undergraduate Degree,45-54,M,Hispanic,Tax,I,80,0,1,0
1725,High School,45-54,M,Other,Fraud,I,66,0,1,0
1726,High School,55+,M,Hispanic,Firearms,VI,89,0,0,0
1727,Some College,35-44,M,Hispanic,Immigration,II,68,0,0,0
1728,Some College,45-54,M,Hispanic,Fraud,I,51,0,1,0
1729,Less than HS,35-44,M,Hispanic,Fraud,II,57,0,0,0
1730,Some College,55+,M,White,Fraud,IV,27,0,0,0
1731,High School,45-54,M,White,Fraud,I,47,0,1,0
1732,Some College,55+,M,Other,Immigration,I,36,0,0,0
1733,High School,45-54,F,White,Firearms,IV,70,0,1,0
1734,High School,45-54,M,Black,Firearms,VI,59,0,0,0
1735,High School,45-54,M,Other,Immigration,II,70,0,1,0
1736,Less than HS,≤34,F,White,Robbery,V,33,0,0,0
1737,Less than HS,≤34,F,Black,Drug Trafficking,III,52,0,0,0
1738,Undergraduate Degree,≤34,M,Hispanic,Fraud,I,34,0,0,0
1739,Graduate Degree,55+,F,Hispanic,Drug Trafficking,I,55,0,1,0
1740,High School,35-44,M,Hispanic,Drug Trafficking,V,63,1,0,0
1741,High School,55+,F,Hispanic,Immigration,V,90,0,1,0
1742,Undergraduate Degree,45-54,M,White,Tax,II,50,0,0,0
1743,High School,35-44,M,White,Drug Trafficking,I,43,0,1,0
1744,Undergraduate Degree,≤34,M,Hispanic,Sexual Abuse,IV,53,1,1,0
1745,Less than HS,45-54,M,Black,Immigration,III,53,0,1,0
1746,Undergraduate Degree,45-54,F,Hispanic,Money Laundering,I,58,0,1,1
1747,Less than HS,≤34,M,Black,Fraud,VI,49,0,1,0
1748,Undergraduate Degree,≤34,M,Hispanic,Drug Trafficking,I,10,0,0,0
1749,High School,55+,M,Black,Firearms,I,96,0,1,0
1750,High School,55+,M,Black,Immigration,IV,67,0,1,0
1751,High School,≤34,F,Hispanic,Drug Trafficking,I,85,0,0,0
1752,High School,55+,M,Black,Fraud,I,77,0,1,0
1753,Less than HS,≤34,F,Hispanic,Firearms,V,59,0,0,0
1754,Less than HS,≤34,M,Black,Firearms,V,33,0,1,0
1755,Undergraduate Degree,45-54,M,Black,Money Laundering,I,59,0,1,0
1756,Less than HS,35-44,M,Hispanic,Robbery,III,68,0,0,0
1757,Some College,≤34,M,Black,Fraud,IV,54,0,1,0
1758,Less than HS,35-44,M,White,Drug Trafficking,I,67,0,1,0
1759,High School,55+,M,Black,Drug Trafficking,II,68,1,0,0
1760,Less than HS,45-54,F,Hispanic,Drug Trafficking,V,58,1,1,0
1761,Some College,45-54,M,Other,Child Pornography,I,70,0,1,0
1762,Less than HS,45-54,M,Hispanic,Drug Trafficking,I,44,0,0,0
1763,Undergraduate Degree,45-54,M,White,Drug Trafficking,III,43,0,1,1
1764,Less than HS,≤34,M,Hispanic,Immigration,I,88,1,1,0
1765,Less than HS,≤34,M,Black,Immigration,III,47,1,1,0
1766,Less than HS,55+,F,Hispanic,Immigration,I,43,0,1,0
1767,Some College,55+,F,Hispanic,Drug Trafficking,I,52,1,1,0
1768,Some College,35-44,M,Other,Child Pornography,V,55,0,0,0
1769,High School,35-44,M,Hispanic,Fraud,I,89,0,1,0
1770,Some College,35-44,M,Black,Immigration,IV,37,0,0,0
1771,Less than HS,≤34,M,Hispanic,Immigration,IV,28,0,0,0
1772,High School,55+,M,Hispanic,Firearms,IV,57,0,0,1
1773,Less than HS,≤34,M,Black,Fraud,I,41,0,1,0
1774,High School,55+,F,White,Immigration,II,64,0,1,0
1775,Some College,≤34,M,White,Child Pornography,I,37,1,0,0
1776,Less than HS,≤34,M,Black,Firearms,I,66,0,1,0
1777,High School,35-44,F,Other,Immigration,IV,59,1,1,0
1778,Some College,35-44,M,White,Immigration,I,54,0,1,0
1779,Less than HS,35-44,M,Hispanic,Firearms,III,42,0,0,0
1780,High School,45-54,M,Other,Firearms,I,77,0,1,0
1781,High School,55+,M,Other,Immigration,V,34,0,1,0
1782,Some College,≤34,M,White,Drug Trafficking,I,55,0,1,0
1783,High School,35-44,M,Hispanic,Fraud,III,47,0,1,0
1784,Less than HS,≤34,M,White,Drug Trafficking,II,64,0,0,0
1785,High School,45-54,F,Other,Firearms,I,77,0,0,0
1786,High School,35-44,M,Black,Immigration,I,43,0,1,0
1787,High School,≤34,F,Other,Firearms,II,80,0,0,0
1788,Less than HS,45-54,M,Other,Fraud,I,44,0,1,0
1789,High School,≤34,M,Black,Immigration,II,94,0,1,0
1790,Some College,≤34,M,Hispanic,Drug Trafficking,I,41,0,0,0
1791,Some College,≤34,M,White,Drug Trafficking,III,39,0,1,0
1792,High School,≤34,M,Other,Drug Trafficking,V,47,0,0,0
1793,High School,45-54,M,Hispanic,Immigration,II,79,0,0,0
1794,High School,35-44,F,White,Fraud,I,55,0,0,0
1795,High School,35-44,M,Other,Firearms,VI,94,0,1,0
1796,High School,55+,M,Other,Drug Trafficking,I,47,0,0,0
1797,Less than HS,≤34,M,Black,Firearms,I,48,0,1,0
1798,High School,35-44,M,Other,Immigration,III,69,0,1,0
1799,Some College,55+,M,Black,Drug Trafficking,I,50,0,0,0
1800,Undergraduate Degree,≤34,M,White,Money Laundering,I,40,0,1,0
1801,Less than HS,≤34,M,Black,Immigration,VI,50,0,1,0
1802,Less than HS,≤34,M,Black,Immigration,V,45,0,1,0
1803,High School,55+,M,White,Drug Trafficking,V,85,0,0,0
1804,Some College,≤34,M,Black,Drug Trafficking,III,43,0,0,0
1805,Some College,35-44,M,White,Immigration,VI,61,0,1,0
1806,High School,35-44,M,Other,Firearms,I,69,0,0,0
1807,Some College,≤34,M,White,Drug Trafficking,V,54,0,1,0
1808,High School,35-44,M,White,Drug Trafficking,I,34,0,1,0
1809,High School,35-44,M,Black,Drug Trafficking,I,53,0,0,0
1810,High School,≤34,M,Hispanic,Immigration,I,61,0,1,0
1811,High School,55+,M,Other,Drug Trafficking,V,54,0,0,0
1812,Less than HS,35-44,M,Hispanic,Fraud,I,53,0,1,0
1813,High School,≤34,M,Other,Drug Trafficking,VI,78,0,1,0
1814,Some College,45-54,F,Other,Drug Trafficking,I,64,0,1,0
1815,High School,45-54,M,White,Fraud,I,87,0,0,0
1816,High School,35-44,M,Other,Immigration,VI,57,0,0,0
1817,High School,55+,M,Other,Firearms,III,73,0,1,0
1818,High School,35-44,M,Black,Firearms,I,76,0,1,0
1819,Less than HS,≤34,M,White,Drug Trafficking,I,41,0,1,0
1820,High School,35-44,M,Other,Firearms,V,87,1,0,0
1821,High School,45-54,M,Black,Fraud,VI,117,0,1,0
1822,Some College,45-54,M,Other,Child Pornography,IV,60,0,0,0
1823,High School,45-54,M,Black,Immigration,V,69,0,1,0
1824,Less than HS,≤34,M,Hispanic,Firearms,IV,58,0,1,0
1825,High School,55+,M,Hispanic,Drug Trafficking,IV,74,0,1,0
1826,High School,45-54,M,Hispanic,Fraud,I,58,0,1,0
1827,High School,≤34,M,Hispanic,Drug Trafficking,I,70,0,1,0
1828,Less than HS,≤34,M,Black,Robbery,V,37,0,1,0
1829,Some College,≤34,M,Black,Child Pornography,V,70,0,0,0
1830,Less than HS,≤34,M,Hispanic,Drug Trafficking,I,43,0,0,0
1831,Some College,55+,F,Hispanic,Child Pornography,IV,43,0,0,0
1832,High School,55+,M,White,Fraud,I,63,0,1,0
1833,High School,35-44,M,Other,Firearms,IV,55,0,1,0
1834,Some College,35-44,F,Hispanic,Child Pornography,IV,35,0,0,0
1835,Undergraduate Degree,35-44,F,Black,Drug Trafficking,I,27,0,0,0
1836,Undergraduate Degree,≤34,F,White,Child Pornography,I,47,0,1,0
1837,Some College,35-44,M,Hispanic,Immigration,V,35,0,1,0
1838,High School,≤34,M,Hispanic,Fraud,VI,65,0,1,0
1839,Less than HS,≤34,M,Hispanic,Firearms,III,78,0,0,0
1840,High School,45-54,M,Other,Immigration,II,88,0,1,0
1841,Less than HS,≤34,F,Hispanic,Robbery,VI,57,0,1,0
1842,Undergraduate Degree,35-44,F,Hispanic,Child Pornography,I,15,0,1,0
1843,Some College,35-44,M,Hispanic,Drug Trafficking,I,42,0,0,0
1844,Less than HS,35-44,M,Black,Firearms,I,40,0,1,0
1845,High School,35-44,M,Other,Immigration,IV,64,0,0,0
1846,Less than HS,≤34,M,Black,Robbery,V,45,0,1,0
1847,Less than HS,45-54,F,Hispanic,Drug Trafficking,IV,73,0,1,0
1848,Some College,35-44,M,White,Fraud,IV,41,0,0,0
1849,Undergraduate Degree,≤34,F,White,Sexual Abuse,I,47,0,0,0
1850,Graduate Degree,35-44,M,White,Money Laundering,I,36,0,0,0
1851,High School,55+,F,Hispanic,Fraud,I,54,1,1,0
1852,Less than HS,≤34,M,White,Firearms,I,44,0,1,0
1853,High School,45-54,F,White,Drug Trafficking,III,54,0,1,0
1854,Less than HS,≤34,F,Black,Drug Trafficking,IV,60,0,0,0
1855,Undergraduate Degree,≤34,M,Hispanic,Drug Trafficking,I,41,0,0,0
1856,Undergraduate Degree,≤34,M,Black,Money Laundering,I,44,0,1,0
1857,Less than HS,≤34,M,Other,Robbery,V,46,0,1,0
1858,High School,55+,M,Black,Firearms,IV,63,0,0,0
1859,High School,45-54,M,Black,Immigration,V,112,0,0,0
1860,Undergraduate Degree,≤34,M,Other,Child Pornography,V,37,1,0,0
1861,Some College,55+,F,Other,Child Pornography,IV,22,0,1,0
1862,Undergraduate Degree,55+,M,Other,Sexual Abuse,I,20,0,1,0
1863,Undergraduate Degree,35-44,M,Other,Child Pornography,IV,38,0,0,0
1864,High School,≤34,M,Hispanic,Drug Trafficking,V,58,0,0,0
1865,Some College,≤34,F,Other,Immigration,V,59,0,1,0
1866,Less than HS,≤34,F,Hispanic,Robbery,I,24,0,0,0
1867,High School,45-54,M,White,Drug Trafficking,III,68,0,1,0
1868,Undergraduate Degree,35-44,M,Other,Money Laundering,I,34,0,1,0
1869,High School,55+,M,Black,Drug Trafficking,III,88,0,1,0
1870,Less than HS,≤34,F,Hispanic,Immigration,V,61,0,1,0
1871,High School,55+,M,Black,Firearms,VI,63,0,0,0
1872,Less than HS,45-54,M,Black,Fraud,VI,63,0,0,0
1873,Undergraduate Degree,≤34,M,Other,Tax,I,40,0,0,0
1874,Undergraduate Degree,35-44,F,Hispanic,Fraud,IV,50,0,1,0
1875,Less than HS,45-54,M,Hispanic,Drug Trafficking,IV,77,0,0,0
1876,Undergraduate Degree,55+,M,Black,Sexual Abuse,I,49,0,0,0
1877,Less than HS,≤34,M,Black,Robbery,I,81,0,0,0
1878,Less than HS,35-44,M,Hispanic,Drug Trafficking,I,65,0,1,0
1879,High School,≤34,M,White,Drug Trafficking,I,90,0,1,0
1880,High School,≤34,M,Black,Immigration,VI,76,0,1,0
1881,High School,45-54,M,Other,Fraud,I,64,0,0,0
1882,Less than HS,35-44,M,Black,Drug Trafficking,III,34,0,1,0
1883,Undergraduate Degree,35-44,M,Other,Tax,III,28,0,0,0
1884,High School,55+,M,Hispanic,Fraud,I,74,0,0,0
1885,High School,35-44,M,Black,Drug Trafficking,VI,72,0,1,0
1886,Less than HS,≤34,M,Hispanic,Firearms,I,73,0,1,0
1887,High School,35-44,M,Hispanic,Firearms,I,69,0,1,0
1888,High School,35-44,M,White,Firearms,I,55,0,0,0
1889,Graduate Degree,55+,F,White,Child Pornography,I,32,0,0,0
1890,Less than HS,≤34,M,Black,Immigration,II,45,0,0,0
1891,Less than HS,≤34,M,Hispanic,Drug Trafficking,IV,69,0,1,0
1892,Less than HS,≤34,M,Hispanic,Robbery,I,45,0,1,0
1893,Less than HS,35-44,M,White,Drug Trafficking,I,52,0,0,0
1894,Some College,35-44,F,Other,Drug Trafficking,I,56,0,1,0
1895,High School,45-54,F,White,Firearms,III,64,0,0,0
1896,High School,35-44,F,White,Drug Trafficking,I,68,0,1,0
1897,High School,55+,M,Black,Firearms,I,53,1,0,0
1898,High School,≤34,M,Other,Fraud,V,74,0,1,0
1899,High School,≤34,M,Black,Drug Trafficking,II,55,0,0,0
1900,High School,≤34,M,Other,Immigration,VI,70,0,0,1
1901,Some College,35-44,F,Other,Drug Trafficking,V,42,0,1,0
1902,Undergraduate Degree,55+,F,Hispanic,Sexual Abuse,I,54,0,1,1
1903,High School,45-54,F,Black,Drug Trafficking,I,78,0,1,0
1904,Some College,55+,M,Hispanic,Immigration,I,32,0,0,0
1905,Less than HS,35-44,M,Hispanic,Drug Trafficking,III,75,0,1,0
1906,Graduate Degree,55+,M,White,Child Pornography,I,20,0,0,0
1907,Undergraduate Degree,55+,M,Other,Money Laundering,I,49,0,0,0
1908,High School,≤34,M,Other,Firearms,I,56,0,1,0
1909,Some College,35-44,M,Other,Child Pornography,I,38,0,1,0
1910,High School,55+,M,White,Drug Trafficking,IV,91,0,1,0
1911,High School,≤34,M,White,Fraud,VI,69,0,0,0
1912,Some College,55+,M,White,Fraud,II,77,0,0,0
